ba_score,beer_number,comment,date,feel,look,overall,rdev,smell,taste,username
2.89,232394,"L - Mostly hazy light orange with carbonation coming off the bottom of the glass. Initially had a volcanic three fingers of white head, but it disappeared quickly and left no lacing.<br>
<br>
S - Generic macro aroma, a little wheat and barely any salt<br>
<br>
T - A little saltier on the taste which lets you know it is supposed to be a Gose, but it doesn't have the same pop as other examples of the style. A dry doughy flavor and more of that wheat from the aroma. The only way you know it had orange or lemon was from an acidic zest, but no actual fruit flavor.<br>
<br>
F - Light, but not watery. That macro taste doesn't make it all that refreshing...especially for warmer months. <br>
<br>
O - I don't know. It kinda reminds me of Bud Light, but with a little bit of salt. The one thing I can give it is that I destroyed my growler in no time, so it did go down relatively easy despite a macro feel. Breweries are doing a standard Gose more than ever these days and most o them are perfectly fine. This one falls behind the pack and while not terrible, it is still mediocre. It's bland and your tatebuds are trying to find something to cling onto, but there is nothing available.<br><br><i class=""fas fa-align-left""></i> <span class=""muted"">1,154 characters</span><br><br>","May 27, 2016",,,,,,,ThrewRedButter
4,233689,,"Sep 16, 2017",,,,,,,milkbone_underwear
3.75,233689,,"Jun 09, 2017",,,,,,,Lone_Freighter
2.97,191047,,"Apr 28, 2017",3,3.25,2.75,-8.6%,3,3,tigg924
3.27,191047,,"Feb 09, 2016",3.25,3.5,3.25,,3.25,3.25,Denzo
3.76,303906,,"Sep 24, 2017",,,,,,,Franziskaner
3.63,93412,,"Sep 19, 2014",3.75,3.5,3.5,,3.5,3.75,StonedTrippin
3.5,93412,,"Aug 30, 2014",,,,-1.1%,,,John_Squires
4,93908,,"Jun 11, 2013",,,,,,,Dakotah
4,93908,,"May 25, 2013",,,,,,,Nage37
3.94,167395,,"May 07, 2016",4,4,4,,3.75,4,jmills3
3.83,233690,"Almost black with a tan head.<br>
<br>
Smell is subtle with roasted malt being prevalent with some chocolate notes.<br>
<br>
The taste is sweet and smooth. There's definitely a lot of chocolate and a little coffee. It has a creamy mouth feel.<br>
<br>
I got a growler of this to have at Easter and I think it was a good pairing seeing as it is sweet and chocolatey. This was very good and I would get it again.<br><br><i class=""fas fa-align-left""></i> <span class=""muted"">386 characters</span><br><br>","Apr 02, 2018",4,3.5,4,,3,4.25,twosheds
2.83,191046,,"Jun 21, 2017",2.75,3,2.75,-23.7%,3,2.75,tigg924
3.93,191046,,"May 09, 2016",4,4.5,4,,4,3.75,abagofit
4.01,191046,,"Apr 07, 2016",3.75,3.75,4.25,,4,4,Patlee3324
3.5,191046,,"Feb 09, 2016",3.5,3.5,3.5,-5.7%,3.5,3.5,Denzo
3.29,107941,,"Apr 06, 2015",3.25,3.5,3.25,-9.9%,3.75,3,TGS
3.07,90624,,"May 13, 2017",3,3.25,2.75,-13.8%,3,3.25,PSanger
3.49,90624,"Not a fan of the dank, slightly fecund flavor, nor the graphics or the verbage. <br>
A) Deep hazed brownish tawn color. After an initial half finger it sits laceless, headless, dull. <br>
S: Spiced hops with funky and grassy herbals and not much tropical fruit. Over ripe, slight decay, on a heavy malt base. <br>
T: Taste follows the smell with an almost ENGLISH STYLE of  dark bready malt biscuit balanced with spicy, fecund, grassy hop. A funky mix of grass with spice as well as over ripened tropical fruit on the side of an island road. <br>
M: The mouth is largely creamy with astringent and drying, peppery finale. Odd. <br>
<br>
D: ""Hefty toasted malt bill"" with odd fecund, overripe flavors. Warming.<br><br><i class=""fas fa-align-left""></i> <span class=""muted"">685 characters</span><br><br>","May 11, 2017",3.5,3.25,3.5,-2%,3.5,3.5,Act25
3.83,317195,,"Dec 16, 2017",,,,,,,WDJersey
3.1,191047,,"Dec 03, 2015",3,3,3.5,-4.6%,3,3,bourassa23
3.66,191047,,"Sep 18, 2015",3.5,3.5,3.5,,3.75,3.75,jayhunter357
3.56,93412,,"Aug 29, 2014",,,,,,,rudedude985
3.75,93412,,"Aug 02, 2014",,,,,,,bushdere
2,93412,,"Jul 29, 2014",,,,-43.5%,,,Jdevoss
4.24,93908,"Pours amber with a half inch head. Poor glass so I couldn't tell the lace retention.<br>
<br>
Smells like spicy rye, caramel, citrus and pine.<br>
<br>
The taste follows suit. Mouth is smooth an moderatly thick.<br>
<br>
Very drinkable, wish I had more space to compose this review. Had at the Lagunitas Beer Circus. Hope they bottle and ship this out soon!<br><br><i class=""fas fa-align-left""></i> <span class=""muted"">339 characters</span><br><br>","May 20, 2013",4.25,4,4.25,,4.25,4.25,OBeerMeGreatOne
3.34,167395,"A:  Pours a dark copper/amber color.  A minimal white head forms with little retention and no lace.<br>
S:  Mild grainy malts, caramel, and then late addition hops that is almost completely nondescript bitterness. <br>
T:  This is slow to develop, almost nothing up front, and then eventually some sweetness, and slightly buttery malts emerge.  Again, late addition bitterness hits and I can't really place it.  Just kind of earthy and lightly grassy, if I try to convince myself that is what I am tasting.<br>
M/O:  A light body with crisp carbonation.  Though watery and filmy at the same time.  Given all that, this is very easy to put down.  Something I don't have to think about when drinking, but is just kind of nondescript.<br>
<br>
Average, but easy to drink and like I said I don't have to think about this.  Which has its pleasure, but lacking in much of any character at all.  Both Saint Arnold Amber and Town In City Amber are far superior.<br><br><i class=""fas fa-align-left""></i> <span class=""muted"">933 characters</span><br><br>","Apr 30, 2016",3.25,3,3.75,-8.2%,3.25,3.25,champ103
3.75,233690,,"Jun 09, 2017",3.75,3.75,3.75,,3.75,3.75,Lone_Freighter
4.16,203464,,"Jul 24, 2017",4,4,4,,4.25,4.25,Tpersi9
4,203464,,"Oct 11, 2016",4,4,4,-0.2%,4,4,Ardeer
4.1,203464,,"Apr 10, 2016",4,4,4,,4,4.25,Panama69
3.79,203464,,"Mar 11, 2016",4,4,3.75,-5.5%,3.75,3.75,WDJersey
3.6,203462,,"Feb 06, 2018",,,,,,,COR8RFAN
4,203462,,"Jul 10, 2016",,,,,,,Buannaich
3.46,253105,,"Feb 26, 2017",,,,,,,crobinso
3.44,253105,,"Oct 17, 2016",,,,,,,WDJersey
4.02,224088,"Pored from a crowler into new belgium globe<br>
pours a deep garnet with a creamy of white head<br>
Nose is malts, touch of carmel, bit of roast, and earthy hops<br>
taste follows the nose, clean, no diacetyl, no phenols. Malt up front turns to pleasantly bitter earthy hops, good balance.<br>
mouthfeel is medium, carbonation moderate. <br>
Overall, well made beer that is easy to drink. There's nothing to think about or contemplate here, its an easy drinking brew that I can go back for again and again<br><br><i class=""fas fa-align-left""></i> <span class=""muted"">485 characters</span><br><br>","Jan 14, 2017",,,,,,,SFACRKnight
3.92,224088,,"Apr 11, 2016",,,,,,,WDJersey
3.8,203467,,"Sep 25, 2016",3.75,3.5,3.75,,4,3.75,Haybeerman
3.45,191046,,"Dec 03, 2015",3.5,3.5,3.25,-7%,3.5,3.5,bourassa23
4.25,191046,"From a growler, currently in a Sam Adams Perfect Pint Glass.  Liquid comes out golden yellow, excellent clarity it will glow as you hold it up to the light.  Mostly small bubbles but an aggressive pour will give you a thick foamy head with EXCELLENT lacing.  Good looking beer.  <br>
<br>
Smell is very good, some good balance and depth here.  Not a hop bomb but appropriately hoppy.  Citrus, tropical and floral hops.  Sweet malts provide a nice balance on the back end.  <br>
<br>
Taste is really excellent.  Much stronger than I expected especially based on the smell, the flavors really step it up to where it's kind of bold.  Hoppier than you'd expect based on the aroma.  It's got excellent citrus flavor, tangerine, blood orange and maybe a bit of clementine.  This follows a nice sweet fresh baked bread flavor provided by the grains.  At the end is some bitterness from the hops again, sort of like a bitter citrus pith garnish.  <br>
<br>
Mouthfeel is good as well.  It's surprisingly light on the tongue because it does have a nice long lingering flavor.  Maybe a little less carbonated than it could be, but not much.  Great balance.  Starts of with a bit of citrus hoppyiness going to some sweet bread and buttery in the middle than a bitter finish that's fairly dry.  Great drinkability.  This is a beer that's meant for a growler.  Great beer I hope it's always there when I go to Tenth District.  Great addition to the community.<br><br><i class=""fas fa-align-left""></i> <span class=""muted"">1,421 characters</span><br><br>","Dec 01, 2015",4.25,4.25,4.25,,4.25,4.25,AndyAvalanche
3.49,107941,,"Feb 23, 2015",3.25,3.75,3.5,-4.4%,3.5,3.5,MIrvine
3.75,90624,,"Feb 21, 2017",3.75,3.75,3.75,,3.75,3.75,22Blue
4.71,306887,,"Oct 25, 2017",4.75,5,4.75,,4.5,4.75,Buannaich
3.5,93412,,"Jun 23, 2014",,,,-1.1%,,,LADYBEAST
4.25,93412,,"Jun 22, 2014",,,,,,,SuperMario
3.81,167395,,"Apr 03, 2016",4,4.25,3.75,,3.75,3.75,IrishColonial
3.73,167395,"Serving: 12 can (stamped ""01/29/16"") poured into a 7 oz Libbey Gibraltar glass.<br>
<br>
Appearance: Deep, clear dark copper with a frothy head of off white foam and nice lacing.<br>
<br>
Smell: Mild aroma of toasted malt and caramel, slight fruitiness.<br>
<br>
Taste: Plenty of round, toasty, caramel malt. Enough citrus, earthy, grassy hops cut through the malt to keep things refreshing and drinkable.<br>
<br>
Mouthfeel: Medium body, smooth feel and crisp carbonation.<br>
<br>
Overall: A good dose of hops keeps this Amber drinkable and a step above more malt heavy brews.<br><br><i class=""fas fa-align-left""></i> <span class=""muted"">538 characters</span><br><br>","Mar 28, 2016",4,4,3.75,,3.5,3.75,HipCzech
3.53,203467,,"Sep 18, 2016",3.75,3.5,3.5,-2.2%,3.5,3.5,WDJersey
3.5,203467,,"Jan 17, 2016",3.5,3.5,3.5,-3%,3.5,3.5,cherche
3.83,191046,,"Nov 15, 2015",3.75,4,3.75,,4,3.75,dental
3.82,191046,,"Oct 31, 2015",4,3.75,3.75,,3.5,4,Andy1125
4.07,191046,,"Oct 14, 2015",4,3.25,3.75,,4.25,4.25,Bogdawg
3.54,107941,,"Feb 06, 2015",3.75,4.5,3.25,-3%,3.5,3.5,doom_deluise
3,107941,,"Oct 20, 2014",,,,-17.8%,,,peterlovesemail
3.54,90624,,"Feb 16, 2017",3.75,3.75,3.5,-0.6%,3.5,3.5,ManapuaMan
3.1,90624,,"Jan 29, 2017",3.5,4.25,2.75,-12.9%,3.5,2.75,dms1767
3.45,90624,,"Nov 01, 2016",4,4.25,3.25,-3.1%,3.5,3.25,UCLABrewN84
3.59,90624,,"Oct 10, 2016",3.25,3.75,3.5,,3.5,3.75,CJNAPS
3.62,90624,,"Sep 30, 2016",3.25,4.25,3.5,,3.5,3.75,sjrider
4.1,306887,,"Oct 13, 2017",4,4,4,-6.8%,4,4.25,crobinso
4.4,306887,"To be fair I only had a 5oz taster but after sipping it slowly I think I have a good enough feel.<br>
<br>
L- holding it up to light, can't see anything but an ocean of black...dramatic. Like many BA beers it doesn't have great head retention.<br>
S- Oak, vanilla, chocolate and slight booze.<br>
T- good barrel notes without the base stout being overpowered. Bourbon (boozey oak and vanilla) mixes with a semi sweet roasty stout. <br>
F- Thick. Barrels tend to thin out beers but this doesn't suffer from a thin mouthfeel. Awesome. Great carbonation lend to a slick and  full feel.<br>
O- very impressed by this beer. This is a difficult style to make well, especially at there size and relatively simple setup.<br><br><i class=""fas fa-align-left""></i> <span class=""muted"">688 characters</span><br><br>","Oct 12, 2017",4.25,4.75,4.25,,4.75,4.25,CO-Bloom
3.75,266775,,"Feb 26, 2017",,,,,,,crobinso
3.84,266775,,"Feb 04, 2017",,,,,,,WDJersey
3.5,93412,,"May 30, 2014",,,,-1.1%,,,Evan
3.25,93412,,"Apr 11, 2014",,,,-8.2%,,,Jack_Tripper86
2.75,167395,,"Mar 21, 2016",2.75,2.75,2.75,-24.5%,2.75,2.75,XmnwildX12
3.85,167395,,"Mar 17, 2016",3.5,3,4,,3,4.5,Bryan12345
4.2,210682,"L: Slightly Hazy golden Straw gold color with a creamy white head and no lacing.<br>
<br>
S: Strong smell of sweet white wine grapes hide the Belgian yeast but it is still, with notes of crackery malt.  Notes of fresh cut grass at the end.<br>
<br>
T:  White wine grapes with notes of Belgian yeast, notes of crackery malt. Finishes quite dry, <br>
<br>
F: Light body and carbonation.<br>
<br>
O: This Riesling grapes are dominant but this is a nice wine beer hybrid.<br><br><i class=""fas fa-align-left""></i> <span class=""muted"">435 characters</span><br><br>","May 26, 2017",4,3.75,4.25,,4.25,4.25,Parmesan
4,210682,,"Oct 12, 2016",4,4,4,-0.5%,4,4,StonedTrippin
3.85,210682,,"Jan 17, 2016",3.75,3.75,3.75,-4.2%,3.75,4,cherche
4.33,231116,,"May 20, 2016",,,,,,,Mgcarney
3.75,204537,,"Dec 11, 2015",,,,,,,Parmesan
3.3,256231,,"Nov 13, 2016",,,,,,,WDJersey
3.66,262005,,"Dec 31, 2016",,,,,,,WDJersey
3.87,245584,,"Aug 20, 2016",,,,,,,WDJersey
3.76,203463,,"Dec 11, 2015",,,,,,,Parmesan
3.85,191046,,"Oct 14, 2015",3.25,3.5,3.75,,4,4,trainingwithkev
4.25,107941,"Pours a dark, flat black color with a tan foam head. Foam lacks retention left some initial sticky lacing behind. Aroma of molasses and coffee. Molasses - like flavors up front followed by alcohol and finishes with a dark roast coffee. Coffee bitterness lingers.<br>
<br>
Overall this is a solid brew. I enjoyed this drink. Look forward to drinking it again soon.<br><br><i class=""fas fa-align-left""></i> <span class=""muted"">355 characters</span><br><br>","Oct 15, 2014",,,,,,,jj311
4,107941,,"Sep 20, 2014",4,4,4,,4,4,StonedTrippin
3.75,107941,,"Aug 11, 2014",,,,,,,ambruns1979
4,107941,,"Jul 17, 2014",,,,,,,Kroehny_Loves_Hops
4,90624,,"Jun 25, 2016",4,4,4,,4,4,Brams
3.73,90624,,"Jun 12, 2016",3.5,3.75,3.75,,3.75,3.75,RDW
3.75,90624,,"Jun 06, 2016",3.75,3.75,3.75,,3.75,3.75,XicanoBeerRun
2,90624,"I've revised my reviews down on all of my 101 North beers.<br>
<br>
I live in Petaluma; I've been drinking 101 North beers for years, even going to their tap room.  I've ordered it on tap from many locations around the north bay and watch the bar tender struggle with pouring a good glass.  The beers have been over-carbonated since the beginning, but I gave them the benefit of the doubt that it was just a one-time mistake from a small brewer, but it's been YEARS of this.  It's just poor brewing at this point and it's no longer acceptable.<br>
<br>
Additionally, every time I go to the tap room, they ONLY have Heroine and Golden Naked available for sale in bombers (or any size).  I've been a few times over the last 3 years, and there's never anything else for sale.  Either their tap room employees are clueless or the person running the business is.  <br>
<br>
Heroine is a decent IPA, but it's no longer amateur hour in the craft brew market.<br><br><i class=""fas fa-align-left""></i> <span class=""muted"">927 characters</span><br><br>","Jun 05, 2016",2,2,2,-43.8%,2,2,8BaconBits
3.83,93412,,"Mar 10, 2014",4.25,4.25,3.75,,3.75,3.75,BMMillsy
3.85,93412,"I had this on tap at Belly in Santa Rosa. <br>
<br>
Very deep golden/amber, it had a medium-small, lasting off-white head slowly shrinking to foamy ring, wisps, a tiny bit of lace.<br>
<br>
Aroma was a mild but fairly full-bodied golden ale, toasted grain and hint of dough with hints of grass and fruit skins.<br>
<br>
Taste is fairly similar, a mild and straightforward but full-bodied and well-rounded golden ale, with toasty bread dough, hints of grass and fruit skins, gentle but firm and solid spicy bitterness to balance light but similarly firm sweetness. It's a very good, well-rounded golden ale with good character to hold up well on its own or with food.<br><br><i class=""fas fa-align-left""></i> <span class=""muted"">642 characters</span><br><br>","Aug 31, 2013",3.75,3.75,3.75,,3.75,4,Offa
3.63,231116,,"May 20, 2016",,,,,,,West_Chester_Ale_Tester
3.59,191046,"L - Dark yellow/light orange. Three fingers of white head that won't go away.<br>
<br>
S - Grassy and herbal with hint of grapefruit and spices.<br>
<br>
T - Incredibly bitter mossy hops, but with a touch of lemon zest. Very spicy, but has an orange kick to the finish.<br>
<br>
F - Thin for the style and abv and a little undercarbonated. Dry aftertaste, but no alcohol presence.<br>
<br>
O - Not you typical NEIPA juice bomb,but it has managed to utilize the flavors of the hop varieties used.<br><br><i class=""fas fa-align-left""></i> <span class=""muted"">463 characters</span><br><br>","Oct 11, 2015",2.75,4.5,3.5,-3.2%,3.5,3.75,ThrewRedButter
3.17,191046,,"Sep 30, 2015",3,3.75,3,-14.6%,3.5,3,meb3476
1.75,93805,,"Sep 11, 2014",,,,-48.2%,,,KevMo84
4.17,107941,,"Jun 08, 2014",4.25,4.5,4.25,,4.25,4,Rob23
2.75,107941,,"May 19, 2014",,,,-24.7%,,,KevMo84
3.85,90624,,"May 27, 2016",3.75,3.75,3.75,,3.75,4,juicebox
3.56,90624,,"May 09, 2016",3.75,4,3.5,,3.5,3.5,LXIXME
3.85,90624,,"Apr 10, 2016",3.75,3.75,3.75,,3.75,4,brandonld23
3.75,93412,,"Jul 14, 2013",,,,,,,mc4z
3.75,125693,,"Aug 03, 2014",,,,,,,gefinley
3.73,251759,,"Oct 07, 2016",,,,,,,WDJersey
3.7,203459,,"Nov 18, 2017",4,3.5,3.75,-2.1%,3.5,3.75,crobinso
4,203461,,"Feb 06, 2018",4,4,4,-5%,4,4,COR8RFAN
4,203460,,"May 20, 2016",4,4.5,3.75,,4.5,3.75,Mgcarney
3.8,191046,,"Sep 18, 2015",3.75,3.5,3.75,,4,3.75,jayhunter357
3.9,93805,,"Aug 29, 2014",,,,,,,freed
3.5,93805,,"Aug 28, 2014",,,,,,,Axnjxn
4.25,93805,,"Aug 28, 2014",,,,,,,Beerasaurus
3.25,107941,,"May 05, 2014",,,,-11%,,,GRG1313
3,107941,,"Apr 10, 2014",,,,-17.8%,,,bruindre
3.59,90624,,"Apr 04, 2016",3.5,3.25,3.5,,3.5,3.75,casapy
3.15,90624,"Pours a thin head on a clear straw body.<br>
The aroma is mild grain and lemon.<br>
The taste is more malty sweet with a balanced hop profile. Lemon bitterness.<br>
The texture is medium and softer.<br>
An enjoyable malty IPA.<br><br><i class=""fas fa-align-left""></i> <span class=""muted"">210 characters</span><br><br>","Jan 29, 2016",3,3,3.25,-11.5%,3,3.25,Fatehunter
4,93412,,"May 25, 2013",,,,,,,Nage37
3.68,93412,"Had this at Zeitgeist, mid-April - yeah, it was marked as a local beer, so that's why I tried it. I was also curious because I know ""golden naked oats"" from homebrewing, though I'm only familiar with the ingredient from other homebrewers' accounts of having used it.<br>
<br>
The pour was to fill, so it only had around 1/4"" white head atop the bright, clear amber liquid...head died quick, left minimal collar and only a lil lace around the top of the glass....kinda looked like a toasted lager, if that makes sense...<br>
<br>
Toasted cereal in the smell and toasted caramel out the ass in the flavor, though it drank really clean and fairly smooth and had just enough of a light hop flavor to balance the ""nakedness"" of its namesake specialty ingredient. Considering the relative intensity (and I suppose I wasn't expecting it) of the specialty additions, the body seemed lighter and it drank a good bit drier than it tasted. So I guess score one for 101. Not a bad beer. Something nice to start the session off with.<br><br><i class=""fas fa-align-left""></i> <span class=""muted"">1,004 characters</span><br><br>","May 09, 2013",3.75,3.5,3.75,,3.5,3.75,Bouleboubier
