ba_score,beer_number,comment,date,feel,look,overall,rdev,smell,taste,username
3.83,75401,,"Dec 06, 2015",4,3.75,4,,3.75,3.75,Duff27
4,75401,,"Nov 23, 2015",4,4,4,,4,4,Sweffin
4.18,75401,,"Nov 15, 2015",4.25,4,4.25,,4,4.25,ExaltedNecrosis
3.73,43535,,Yesterday at 02:47 AM,3.5,3.75,3.75,-8.1%,3.75,3.75,Boone757
4.15,43535,,"May 05, 2018",4.25,3.5,4.25,,4,4.25,perikson7
3.8,43535,,"May 02, 2018",3.75,3.75,4,-6.4%,3.75,3.75,stewartea
3.79,43535,,"May 02, 2018",4,4,3.75,-6.7%,3.75,3.75,CanadianGinge
3.88,169502,,"Mar 19, 2017",3.5,3.75,4,-3.7%,3.75,4,Sammy
4.06,169502,,"Dec 23, 2016",4,4,4,,4.25,4,kjkinsey
4.25,169502,,"Nov 29, 2016",4.25,4.25,4.25,,4.25,4.25,Matt141
3.38,169502,,"Aug 13, 2016",3.25,3.5,3.5,-16.1%,3.5,3.25,emottram
4.06,169502,,"Jun 27, 2016",4,4,4,,4.25,4,sd123
2.49,86328,"Reviewed from notes taken at the Dog and Duck in Austin, TX in 2014.<br>
<br>
On-draught.<br>
<br>
HEAD: ~1cm wide. White in colour. Supple. Decent thickness and creaminess. Above average (~3 minute) retention. Nice even lacing coats the sides of the glass as the head recedes.<br>
<br>
BODY: Translucent murky dark copper. Nontransparent. I see no yeast/lees within; it's a clean looking brew.<br>
<br>
Appears adequately carbonated.<br>
<br>
AROMA: Milky/whoppery malts, cream, pale English malts, butterscotch, floral and herbal hop notes, buttery toffee. No yeasty notes are detectable.<br>
<br>
Not boozy.<br>
<br>
A pleasant aroma of mild strength, though I do have concerns about potential diacetyl off-flavour based on the buttery notes so prominent in the aroma.<br>
<br>
TASTE &amp; TEXTURE: Very buttery and milky, with a sickly English pale malt backbone corrupted by the buttery/butterscotch-redolent diacetyl that dominates the brew. Light floral and herbal hop character is in there too, along with some toffee. <br>
<br>
Has a light creamy feel on the palate. Medium-bodied. Has an okay thickness that doesn't really support the malt backbone all that well. Overcarbonated.<br>
<br>
Too sweet overall; definitely imbalanced even though the build boasts fair cohesion. The flavours showcased here just really don't appeal to me personally; maybe an English ale purist would find more value in this brew than I do.<br>
<br>
Average depth, duration, and intensity of flavour. Not a complex, subtly executed, or nuanced brew by any stretch.<br>
<br>
OVERALL: Not 512's strongest work. I don't care much for this one in particular, and wouldn't get it again. It'll be a chore to finish this.<br>
<br>
High D+ (2.49) / NOT RECOMMENDED<br><br><i class=""fas fa-align-left""></i> <span class=""muted"">1,636 characters</span><br><br>","Aug 08, 2016",2.5,3,2.5,-30.6%,2.75,2.25,kojevergas
3.27,86328,,"Aug 14, 2015",3.25,3.5,3.25,-8.9%,3.25,3.25,charrel
3.54,86328,,"Feb 09, 2015",3.25,3.5,3.5,-1.4%,3.75,3.5,klub24
3.5,86328,,"Jan 30, 2015",3.5,3.5,3.5,-2.5%,3.5,3.5,rspauldi
3.74,86328,,"Dec 16, 2014",3.75,3.5,3.75,,3.75,3.75,erushing
3.64,243576,,"Oct 22, 2017",3.75,3.75,3.5,-2.2%,3.5,3.75,kkarimi
3.44,43536,,"Dec 16, 2014",3.5,3.5,3.5,-9.2%,3.25,3.5,erushing
3.92,105809,,"Apr 26, 2018",4,4.25,4,-0.5%,4,3.75,brew-Ed
3.91,105809,,"Mar 14, 2018",4,3.5,4,-0.8%,3.75,4,GarbageMan10
4,105809,,"May 29, 2017",4,4,4,,4,4,Beerucee
4.1,105809,,"Feb 25, 2017",4,4.75,4.25,,4,4,pauldig
4.85,105809,,"Nov 29, 2016",4.75,4.75,4.75,,4.75,5,gilgar
3.07,139105,"Reviewed from notes taken in Spring 2015.<br>
<br>
Served from a cask into a nonic at Banger's in Austin, TX. Cost was $7.50 USD per 16 oz.<br>
<br>
6.8% ABV.<br>
<br>
HEAD: 1.5 fingers in height. Creamy, full, and thick, with a soft appearance and an even consistency. Supple. No lacing adheres to the sides of the glass as the head recedes. Retention is average (~2 minutes).<br>
<br>
BODY: Opaque dark black. No yeast/lees are visible within.<br>
<br>
Looks nice for a porter, but it doesn't have any unique or special characteristics. Appears undercarbonated (a seeming casualty of its unfortunate cask dispensing).<br>
<br>
I'm optimistic going in.<br>
<br>
AROMA: Muted dark malts, faint caramelized pecan, a faint kiss of fruit (I guess cherry), and buried roast.<br>
<br>
Nowhere near as evocative/expressive as it should be. Aromatic intensity is quite light.<br>
<br>
Again, this seems worse for having been cask-dispensed.<br>
<br>
TASTE: Dark malt sweetness, faint chocolate, a kiss of coconut, a bit of faint cherry and vague dark fruit. Average depth, duration, and intensity of flavour.<br>
<br>
Has adequate complexity and subtlety, but this can't compete on those terms with the best expressions of the style.<br>
<br>
TEXTURE: Undercarbonated, thin, smooth, wet, unrefreshing. Suits the taste okay, but doesn't elevate the beer as a whole or accentuate specific flavours.<br>
<br>
OVERALL: Downable, but not an improvement on 512's Pecan Porter or a better expression of a porter overall. I wouldn't buy it again, but it is above average (i.e. I'd take this over your run of the mill Sam Adams variety pack porter). Worse off for having been dispensed from a cask.<br>
<br>
C+ (3.07) / ABOVE AVERAGE<br><br><i class=""fas fa-align-left""></i> <span class=""muted"">1,605 characters</span><br><br>","Jul 07, 2017",3,3.25,3.25,-18.6%,3,3,kojevergas
3.83,139105,,"Jun 10, 2016",3.5,4.5,3.75,,4,3.75,gilgar
4,139105,,"Nov 15, 2015",4,4,4,,4,4,ExaltedNecrosis
3.39,139105,,"Oct 21, 2015",3,3.5,3.5,-10.1%,3.25,3.5,Karibourgeois
4,54905,,"Oct 30, 2016",4,4,4,-3.4%,4,4,FLBeerGuy
4.1,54905,,"Sep 29, 2016",4,4,4,-1%,4,4.25,sd123
4.5,54905,,"May 24, 2016",4.5,4.5,4.5,,4.5,4.5,AngusOg
4.15,54905,,"May 23, 2016",4,3,4.25,,4.25,4.25,n2185
3.96,65536,,"Apr 13, 2017",4,4,4,-2.5%,4.25,3.75,Casey_L
4.39,65536,,"Feb 15, 2017",4,4.25,4.25,,4.5,4.5,The_Epopt
4,65536,,"Feb 11, 2017",4,4,4,-1.5%,4,4,NeverSettle
4.25,65536,,"Feb 11, 2017",4.25,4.25,4.25,,4.25,4.25,zbooks
3.81,170128,,"Jan 21, 2018",3.75,3.75,3.75,-4%,4,3.75,DJTOBY
3.59,170128,,"Jan 18, 2018",3.5,4,3.5,-9.6%,3.75,3.5,Ronl12
3.79,170128,,"Jan 17, 2018",4,4,3.75,-4.5%,3.75,3.75,mdfb79
3.88,92675,"Earlier in the evening had an excellent tripel, so this beer’s review may suffer just a bit in comparison.<br>
<br>
Had it on draft. Slightly cloudy yellow, decent head and lacing. Sweet smell and taste, a bit too sweet. Good over all fragrance, floral and lemony. Taste is fruity with limes, pears and apples. Overall, pretty good!<br><br><i class=""fas fa-align-left""></i> <span class=""muted"">326 characters</span><br><br>","Mar 11, 2018",3.75,4,4,,4,3.75,puck1225
3.5,92675,"On-draught @ the brewery.<br>
<br>
Jammy Cabernet wine notes are evident, blending conspicuously into the flavour profile and partially eclipsing the delicate Belgian yeast flavour the beer features. Hints of pear. Belgian pale malt.<br>
<br>
ABV is well disguised, unlike many beers in the style.<br>
<br>
Very drinkable, showcasing Cabernet rather well, though I don't know that the base tripel is all that impressive itself. Still, I wouldn't have thought Cabernet would play so well in a tripel. Definitely a beer I'd buy by the sixer if offered at a $12-13 price.<br>
<br>
High B- / WORTHY<br><br><i class=""fas fa-align-left""></i> <span class=""muted"">562 characters</span><br><br>","Feb 03, 2018",3.5,3.5,3.5,-8.6%,3.5,3.5,kojevergas
4.18,92675,,"Dec 10, 2017",4.25,4,4.25,,4,4.25,kkarimi
4.25,182131,,"Oct 19, 2016",4.25,4.25,4.25,,4.25,4.25,MaddDogg84
2.5,182131,,"Jun 03, 2016",2.5,2.5,2.5,-36.5%,2.5,2.5,BGsWo22
3.88,182131,,"Mar 13, 2016",3.75,4.25,3.75,-1.5%,3.75,4,GarbageMan10
4.14,182131,,"Jan 08, 2016",4,3.75,4.25,,4,4.25,charrel
4.27,182131,,"Dec 20, 2015",4.25,4.5,4.25,,4.25,4.25,acbe
3.83,45617,,"Jan 02, 2018",3.5,4.5,3.75,-7.5%,4,3.75,TylentGreen
4.21,45617,,"Dec 14, 2017",4,5,4.25,,4,4.25,Rm_mccabe
3.73,45617,,"Dec 11, 2017",3.5,3.75,3.75,-9.9%,3.75,3.75,MI_beerdrinker
4.8,45617,,"Nov 24, 2017",4.25,4.75,4.75,,4.75,5,willricewillsweep
3.93,45617,,"Nov 19, 2017",4,4.25,4.25,-5.1%,3,4.25,arrott
3.5,43534,,"Oct 15, 2016",3.5,3.5,3.5,-5.7%,3.5,3.5,Gagnonsux
4.01,43534,,"Oct 14, 2016",4.25,3.75,4,,4,4,videofrog
4.04,43534,,"Oct 01, 2016",3.75,4,4,,4.25,4,BKotch
2.5,43534,,"Jun 03, 2016",2.5,2.5,2.5,-32.6%,2.5,2.5,BGsWo22
3.96,43534,,"May 02, 2016",3.75,3.75,4,,4,4,DoctorZombies
3.78,75401,,"Nov 15, 2015",4,3.75,3.75,,3.75,3.75,mig100
4.39,75401,,"Oct 03, 2015",4.25,4.75,4.5,,4.5,4.25,gilgar
4.34,75401,,"Oct 02, 2015",5,4.5,4.25,,4.25,4.25,JuanAlberto
4.77,75401,,"Sep 29, 2015",4.75,5,4.75,,4.75,4.75,Rihup
4,43535,,"Apr 25, 2018",4,4,4,-1.5%,4,4,rolltide
4,43535,,"Apr 13, 2018",4,4,4,-1.5%,4,4,MDDMD
4,43535,,"Apr 10, 2018",4,4,4,-1.5%,4,4,JohnofUpton
4,43535,,"Feb 28, 2018",4,4,4,-1.5%,4,4,AngEo
4,43535,,"Dec 16, 2017",4,4,4,-1.5%,4,4,Beerucee
3.83,169502,,"Jun 25, 2016",3.75,4,3.75,-5%,4,3.75,xtonytx
3.77,169502,,"Apr 21, 2016",3.75,4,3.75,-6.5%,3.75,3.75,mrn1ceguy
4.11,169502,,"Mar 01, 2016",4.25,3.75,4,,4,4.25,tkrane
3,243576,,"Jul 10, 2017",3,3,3,-19.4%,3,3,jeschaefer
3.92,243576,,"Jun 23, 2017",3.75,4,4,,3.75,4,Jame515
4.5,243576,,"Oct 18, 2016",4.5,4.5,4.5,,4.5,4.5,MaddDogg84
3.73,243576,,"Sep 18, 2016",4.25,3.5,3.75,,3.5,3.75,cgrunin
3.75,243576,,"Sep 17, 2016",3.75,3.75,3.75,,3.75,3.75,kjkinsey
3.96,105809,,"May 11, 2016",4,4.25,4,,3.75,4,cgrunin
3.87,105809,,"Jan 12, 2016",3.5,4.5,3.75,-1.8%,3.75,4,ckeegan04
4.02,105809,,"Dec 14, 2015",4,4.25,4,,4,4,MichialTanner1
4,105809,,"Nov 07, 2015",4,4,4,,4,4,TX-Badger
3.97,105809,,"May 06, 2015",4.25,4,4,,3.75,4,hoppy91
4,139105,,"Jul 30, 2015",4,4,4,,4,4,PhatAtUT
3.86,139105,,"Apr 19, 2015",3.75,4,4,,3.5,4,TheMilkman
3.85,139105,,"Jan 17, 2015",3.75,3.75,3.75,,3.75,4,Texasfan549
4.81,54905,"Look: pitch black, cinnamon lacing and 3 inches of head. <br>
Smell: whiskey, cocoa, and hint of coffee.<br>
taste:  delicious, whiskey, chocolate, raisins, and  ends with a hint of pecans.<br>
Feel: smooth, medium bodied , and flavorful.<br>
overall: delicious<br><br><i class=""fas fa-align-left""></i> <span class=""muted"">245 characters</span><br><br>","May 16, 2016",4.75,4.75,4.75,,5,4.75,enrique_m
4.25,54905,,"Apr 22, 2016",4.25,4.25,4.25,,4.25,4.25,teamwiggum
4.25,54905,,"Mar 17, 2016",4.25,4.25,4.25,,4.25,4.25,Matt141
4.03,54905,,"Feb 23, 2016",4.25,4,4,-2.7%,4,4,jbwimer
3.81,54905,,"Feb 10, 2016",4,3,3.75,-8%,3.25,4.25,stevoj
3.16,65536,,"Mar 29, 2016",4,2,3,-22.2%,3.5,3,MrHolden
2.62,65536,,"Sep 24, 2015",2.5,3.25,2.25,-35.5%,3,2.5,Jhavey
4.5,65536,,"Aug 21, 2015",4.5,4.5,4.5,,4.5,4.5,gilgar
3.75,65536,,"Jun 03, 2015",3.75,3.75,3.75,-7.6%,3.75,3.75,kvgomps
4.84,65536,,"May 30, 2015",4.75,4.5,4.75,,4.75,5,BayouMafia
4.06,65536,"Appearance:  Arrives espresso brown with a modest cap that, when swirled, leaves some lacing on the pint glass<br>
<br>
Smell:  Roast, chocolate and chile<br>
<br>
Taste:  Milk chocolate and roast, up front, with the chile adding heat from the middle through the finish; the more the beer warms the hotter the chile presence<br>
<br>
Mouthfeel:  Medium body with moderate carbonation<br>
<br>
Overall:  I can't help but feel this beer would be improved by amping up the malt complexity; I enjoy the way the chile has been used in moderation but the malt flavors are a bit one dimensional<br><br><i class=""fas fa-align-left""></i> <span class=""muted"">555 characters</span><br><br>","Apr 28, 2015",4,4,4,,4.25,4,brentk56
4.08,92675,,"Jun 27, 2017",3.5,3.5,4,,4.25,4.25,JayAre46
3.39,92675,,"Jun 21, 2017",3.5,3.25,3.5,-11.5%,3.5,3.25,GarbageMan10
3.83,92675,,"May 08, 2017",3.75,4,3.75,,4,3.75,kingjohnh
3.25,92675,,"Apr 01, 2017",3.25,3.25,3.25,-15.1%,3.25,3.25,chubenzino
4,92675,,"Oct 30, 2016",4,4,4,,4,4,FLBeerGuy
4.16,182131,,"Dec 10, 2015",4,4,4,,4.25,4.25,bcrossan
4.06,182131,,"Nov 14, 2015",4,4,4,,4.25,4,mig100
4.15,182131,,"Oct 28, 2015",4,4,4.25,,4,4.25,Jame515
4.1,182131,,"Sep 15, 2015",4,4,4,,4,4.25,Domvan
4,182131,,"Sep 09, 2015",4,4,4,,4,4,JamLand
4.16,182131,,"Aug 23, 2015",4,4,4,,4.25,4.25,BdM
3.49,45617,,"Oct 29, 2017",3.25,3.75,3.5,-15.7%,3.5,3.5,SierraFlight
4.09,45617,,"Oct 19, 2017",4.25,4,4,-1.2%,4.25,4,Futbolmanby
4.5,45617,,"Oct 01, 2017",4.5,4.5,4.5,,4.5,4.5,robrio89
4,43534,,"Mar 31, 2016",4,4,4,,4,4,gilgar
3.42,43534,,"Oct 14, 2015",4,4,3.5,-7.8%,3.25,3.25,Can_has_beer
3.65,43534,,"Jan 26, 2015",3.75,3.75,3.75,-1.6%,3.75,3.5,buzzed
3.66,43534,,"Jan 24, 2015",3.5,3.5,3.5,-1.3%,3.75,3.75,spycow
4.05,95837,,"Dec 02, 2017",4,3.25,4.25,,3.75,4.25,vette2006c5r
4.16,95837,,"Nov 27, 2017",4,4,4,,4.25,4.25,iRun2Beer
3.5,95837,,"Oct 28, 2017",3.5,3.5,3.5,-11.6%,3.5,3.5,t2grogan
4.53,95837,,"Oct 26, 2017",4.5,4.25,4.5,,4.25,4.75,takusan1000
3.91,95837,,"Oct 09, 2017",4,3.5,4,-1.3%,3.75,4,DrewSnyc667
3.59,53957,,"May 08, 2018",3.5,4,3.5,-7.7%,3.75,3.5,gilgar
4.2,53957,,"Dec 09, 2017",3.75,4.25,4.25,,4.25,4.25,Chasegator
2.75,75401,,"Sep 19, 2015",2.75,2.75,2.75,-27.2%,2.75,2.75,BGsWo22
3.5,75401,,"Aug 26, 2015",3.5,3.5,3.5,-7.4%,3.5,3.5,Cobratrooper
4,75401,,"Jul 08, 2015",4,4,4,,4,4,Kyndbrah
3.94,67098,,"Apr 07, 2018",4,4,4,,3.75,4,firkingroovin
4.25,67098,,"Feb 17, 2018",4.5,4.25,4.5,,3.5,4.5,maxmilan4
3.4,67098,"On-draught @ the brewery.<br>
<br>
Pours a creamy pale khaki head atop an opaque black body. Head retention is poor; this dies within 30 seconds (if that).<br>
<br>
Aroma suggests a scintilla of burnt malt, some dark malt sweetness, floral hops, herbal hops, and evergreen hop aromatics. Pleasant and inviting, seemingly marrying dark malt sweetness and hop bitterness to good effect. Aromatic intensity is average.<br>
<br>
Tastes of evergreen/faint pine, floral hops, and subdued dark malt sweetness...I suspect the malt bill is mainly pale malt with dark malt or carafa in there more for colour than flavour... that's kind of cheating in terms of Cascadian dark ales. Hints of bready malt, ale yeast esters, and resin.<br>
<br>
Creamy, smooth, wet, medium to full-bodied. Well-carbonated.<br>
<br>
Depth of flavour is limited, as is hop pungency.<br>
<br>
A solid Cascadian dark ale if a subdued one; dial up the hop pungency, scale back the 2-row committing more to the carafa, and keep this level of balance and we'll have a real contender on our hands.<br>
<br>
B- / WORTHY<br><br><i class=""fas fa-align-left""></i> <span class=""muted"">1,023 characters</span><br><br>","Feb 03, 2018",3.25,3.25,3.5,-13.7%,3.25,3.5,kojevergas
4.01,67098,,"Jun 29, 2017",4.25,3.75,4,,4,4,stebbi7833
3.9,67098,,"Mar 14, 2017",4,4.25,4,-1%,3.5,4,puck1225
4.02,48619,"poured from half-growler (32 oz.) into pilsener glass; half-growler filled Saturday afternoon (Aug. 26) at Harvey Washbangers in College Station<br>
<br>
L:  95% clear copper, loads of amber in it, not quite crystal clear but close; pushes up thick fluffy head of beige foam that is stickier than glue; maintains full collar and most of a skin; lacing some on the way down but much more stick off the head than lace; shows moderate but consistent activity in the glass<br>
<br>
S:  grain, sour grain, almost medicinal at its coldest; as it warms, still hangs on to that light medicinality, you could almost call it herbal or earthy ... or a herbal/earthy mix thing of some kind; as it warms a bit more, it has a toasted bread with a little brown sugar or molasses ... so light but it's there<br>
<br>
T:  toasted malt, almost peaty at times, grain, toasted grain, some light earth bitterness, and best of all -- a growing oak-wood flavor in the aftertaste that seems to be building and building just a bit more each sip ... very subtle but very tasty<br>
<br>
F:  very midweight ale soft, almost fluffy, up front with loads of what feels like tiny prickly bubbles giving it a drinkable crisp finish; feels very sturdy and wonderful for both sipping or taking on a good medium-sized swallow<br>
<br>
O:  not shocking at all that (512) brewed up a heck of an altbier here ... glad I bought a half-growler, and the way that oak-wood aftertaste note builds and builds, I expect the last ounce to be better than the previous 31; the light hint of peat is interesting and arguably perfect for the style ... the peat is not wee heavy levels but enough to give it a good earthy feel; the well-conditioned lager side of this beer makes the mouthfeel a highlight<br><br><i class=""fas fa-align-left""></i> <span class=""muted"">1,712 characters</span><br><br>","Aug 27, 2017",4.5,4.5,4,,3.75,4,Premo88
3.75,48619,,"Mar 22, 2017",3.75,3.75,3.75,,3.75,3.75,Bryan12345
3,48619,,"Jan 07, 2017",3,3,3,-19.6%,3,3,Karibourgeois
3.92,48619,,"Sep 28, 2016",3.75,4,4,,3.75,4,BKotch
3.75,195308,,"Nov 22, 2015",3.75,3.75,3.75,-0.8%,3.75,3.75,mklisz
3.37,195308,,"Oct 24, 2015",3.5,3.75,3.25,-10.8%,3.5,3.25,westcoastbeerlvr
4.23,195308,"Isn't that a pretty color? Slightly hazed pinkish with a slight orange tinge... Really bright berry aroma and flavor.. Barrel notes really compliment this all around.. No hints of the ABV. The huckleberry notes are pretty front and center with a lemony lactic punch and then a slightly tannic vinous barrel note.. More full mouthfeel than a standard 10 Barrel Berliner. This one is special.<br>
<br>
4.25/4.25/4.25/4/4.25<br><br><i class=""fas fa-align-left""></i> <span class=""muted"">413 characters</span><br><br>","Oct 15, 2015",4,4.25,4.25,,4.25,4.25,JohnGalt1
3.84,43535,,"Dec 12, 2017",3.75,4.25,3.75,-5.4%,4,3.75,SMH_NWI
3.81,43535,,"Dec 11, 2017",3.75,3.75,3.75,-6.2%,4,3.75,MI_beerdrinker
3.5,43535,,"Dec 10, 2017",3.5,3.5,3.5,-13.8%,3.5,3.5,jcb7472
4.03,43535,,"Oct 29, 2017",4.25,4,4,-0.7%,4,4,SierraFlight
3.96,43535,,"Oct 27, 2017",4,4.25,4,-2.5%,3.75,4,mixmastermike76
3.84,169502,,"Feb 11, 2016",3.5,4,3.75,-4.7%,3.75,4,JuanAlberto
3.98,169502,"Thanks, Eric!<br>
<br>
A.  Deep, slightly amber honey gold.  Thick two finger head with excellent retention and lacing.<br>
<br>
S.  Oak, funk, pitted peach, and a little must.<br>
<br>
T.  Very bretty and oaky.  Slightly fleshy peach and a light-moderate tart punch.  Bit of a buttery component in there, too, which is mildly distracting.<br>
<br>
F.  Drying and funky.<br>
<br>
O.  Good.<br><br><i class=""fas fa-align-left""></i> <span class=""muted"">349 characters</span><br><br>","Jan 26, 2016",4,4.25,4,-1.2%,4.25,3.75,siege06nd
3.85,169502,,"Jan 18, 2016",4,4,3.75,-4.5%,4,3.75,JGlitz87
4.02,169502,,"Jan 13, 2016",4,4.25,4,-0.2%,4,4,Sweffin
3.81,169502,,"Dec 20, 2015",3.75,3.75,3.75,-5.5%,4,3.75,acbe
4.09,243576,"Growler from Premium Draught<br>
<br>
A:  Pours a perfectly clear, light bronze/yellow color.  A two finger dense head forms with good retention.  Lace left all the way down the glass.<br>
S:  Baked bread is up front.  A very nice biscuit/toasted malt aroma.  A light earthy hoppy aroma that becomes slightly grassy, even spicy in the finish.  Simple, but very nice.<br>
T:  Like the nose, this is very simple and to the point.  Baked bread, toasted malts mainly.  Again, finishes with a touch of earthy /grassy/spicy hops.  A bitterness builds a little as this warms.<br>
M/O:  A light body with excellent carbonation.  Crisp and smooth at the same time.  Super clean and dry as well.  Beautifully simple, which makes it all the more enjoyable.  Something I want to keep coming back to again and again.<br>
<br>
Very subtle and simple, but so enjoyable.  512 has always been that way.  Just straight forward and to the point.  Some other breweries could learn from them.  This probably won't hit with many people here, but it is a very well made Export Lager.  Well done.<br><br><i class=""fas fa-align-left""></i> <span class=""muted"">1,044 characters</span><br><br>","Sep 14, 2016",4.25,4.25,4.25,,4,4,champ103
3.5,243576,,"Sep 06, 2016",3.5,3.5,3.5,-5.9%,3.5,3.5,Dface
3.27,243576,,"Aug 12, 2016",3,3,3.25,-12.1%,3.5,3.25,Karibourgeois
3.78,243576,,"Aug 06, 2016",4,3.75,3.75,,3.75,3.75,Gagnonsux
